 Nseed      iq         dt[nsec]         dW[Mev/u]           x[cm]            x'[mrad]          y[cm]            y'[mrad]
      0      1      -0.48391E-01       0.59411E-02      -0.88111E+01      -0.16675E+02      -0.63373E+01      -0.13240E+02
      0      1       0.12889E-01       0.32787E-01       0.83231E+01       0.15079E+02       0.87515E+01       0.16892E+02
      0      1      -0.31175E-01       0.17452E-01      -0.96896E+01      -0.19414E+02       0.70893E+01       0.15050E+02
      0      1       0.23301E+00      -0.54940E-01       0.87253E+01       0.16809E+02       0.17980E+01       0.33356E+01
      0      1       0.37393E-03      -0.25774E-02      -0.64766E+01      -0.13363E+02      -0.71253E+00      -0.27851E+01
      0      1      -0.67339E-01       0.52465E-01       0.18618E+01       0.24331E+01       0.71678E+01       0.14598E+02
      0      1       0.33439E+00      -0.76173E-01       0.33418E+01       0.57154E+01      -0.48316E+01      -0.98359E+01
      0      1      -0.15309E-01       0.15007E-01       0.15152E+01       0.46251E+01      -0.90797E+00      -0.25961E+01
      0      1       0.99571E-02      -0.28673E-01       0.68407E-01      -0.79487E+00      -0.45261E+01      -0.80781E+01
      0      1       0.25564E+00      -0.64085E-01       0.45387E+01       0.77957E+01      -0.28734E+01      -0.44218E+01
      0      1       0.18719E+00      -0.69566E-02       0.37619E+01       0.73735E+01      -0.52063E+01      -0.91822E+01
      0      1      -0.19691E-01      -0.30413E-01       0.22520E+01       0.45157E+01      -0.94636E+01      -0.17883E+02
      0      1      -0.83362E-01       0.11859E-01       0.57094E+01       0.11858E+02       0.19718E+01       0.54571E+01
      0      1      -0.97792E-01       0.59909E-01      -0.25099E+01      -0.51994E+01       0.13283E+01       0.41867E+01
      0      1       0.29254E+00      -0.63491E-01       0.34577E+01       0.62328E+01       0.30093E+01       0.65385E+01
      0      1      -0.78395E-02       0.34589E-02       0.56474E+01       0.11021E+02       0.78269E+01       0.15838E+02
      0      1       0.27738E-01       0.20926E-01       0.17692E+01       0.26708E+01      -0.30123E+01      -0.55977E+01
      0      1       0.83796E-02       0.27026E-01      -0.50086E+01      -0.10673E+02      -0.99076E+01      -0.18457E+02
