n_el  name       dist[m]     Energy[MeV/u] (W-Wtmp)/Wtmp,%   x_rms[cm]      y_rms[cm]      Xmax[cm]       Ymax[cm]     phi_rms[deg]   phi_max[deg]   DW/W[rel.u.]   4*exn_rms[cm*mrad]   exn99.5[cm*mrad]    exn_max[cm*mrad]   4*eyn_rms[cm*mrad]   eyn99.5[cm*mrad]    eyn_max[cm*mrad]   4*ezn_rms[keV/u*ns]  ezn99.5[keV/u*ns]    ezn_max[keV/u*ns]     Xc[cm]       X'c[mrad]        Yc[cm]       Y'c[mrad]        btgm          Zc[deg]          a_x        b_x[cm/mrad]       a_y        b_y[cm/mrad]       a_z        b_z[deg/(%ofD_W/W)]  #of_lost_part  total#of_par
 236  drift     35.98850       52.80117        0.00888        1.07905        2.84303        2.98415        7.59911        2.19828       11.05498        0.00446           7.50476            12.47335            15.52377             7.54698            13.11460            18.32928            17.56227            86.99687           347.29290          0.00003       -0.00354       -0.00024        0.00741        0.34143        0.56165       -2.24049        0.21189       15.45094        1.46267       -2.00754          11.05591              0.0         10001.0
 237  rfgap     35.98850       53.23552        0.01555        1.07905        2.84303        2.98415        7.59911        2.19009       11.02213        0.00472           7.50485            12.47818            15.52979             7.54256            13.06446            18.23371            17.54507            88.50791           339.76164          0.00003       -0.00364       -0.00024        0.00728        0.34285        0.55926       -2.27746        0.21277       15.20526        1.46965       -2.16552          11.07408              0.0         10001.0
 238  drift     36.29650       53.23552        0.01555        1.44327        1.93798        3.99373        5.20798        1.88966       10.35998        0.00472           7.50485            12.47818            15.52979             7.54256            13.06446            18.23371            18.12373            85.67667           335.32943         -0.00009       -0.00364       -0.00002        0.00728        0.34285        0.63419       -3.17305        0.38065       10.33895        0.68288       -1.72321           7.98101              0.0         10001.0
 239  rfgap     36.29650       53.67025        0.02342        1.44327        1.93798        3.99373        5.20798        1.88266       10.32888        0.00492           7.50511            12.46874            15.53737             7.54111            13.05113            18.18973            18.11297            85.36840           330.24525         -0.00009       -0.00377       -0.00002        0.00721        0.34428        0.63162       -3.23850        0.38221       10.22358        0.68585       -1.83556           7.99084              0.0         10001.0
 240  drift     36.45050       53.67025        0.02342        1.63263        1.49373        4.50689        4.03070        1.73234        9.93566        0.00492           7.50511            12.46874            15.53737             7.54111            13.05113            18.18973            18.44998            84.97574           327.45950         -0.00014       -0.00377        0.00010        0.00721        0.34428        0.66511       -3.70136        0.48909        7.85421        0.40745       -1.60171           6.64214              0.0         10001.0
 241  quad      36.74950       53.67025        0.02342        1.54416        0.98788        4.23511        2.81334        1.43603        9.17495        0.00492           7.50209            12.44737            15.49144             7.53818            13.00690            18.15339            18.44814            84.92252           327.25439         -0.00020        0.00037        0.00035        0.01085        0.34428        0.64875        5.10054        0.43769        1.16590        0.17828       -1.20439           4.56470              0.0         10001.0
 242  drift     36.90350       53.67025        0.02342        1.26821        0.89248        3.49163        2.63557        1.29799        8.78183        0.00492           7.50209            12.44737            15.49144             7.53818            13.00690            18.15339            18.46538            85.46894           328.09576         -0.00019        0.00037        0.00052        0.01085        0.34428        0.65748        4.15002        0.29524        0.96211        0.14551       -0.99917           3.72583              0.0         10001.0
 243  rfgap     36.90350       54.10504        0.03195        1.26821        0.89248        3.49163        2.63557        1.29322        8.75464        0.00503           7.50192            12.44844            15.49276             7.53827            13.00144            18.14576            18.46260            85.38754           326.52980         -0.00019        0.00027        0.00052        0.01088        0.34569        0.65496        4.09965        0.29646        0.93750        0.14611       -1.05076           3.72868              0.0         10001.0
 244  drift     37.21150       54.10504        0.03195        0.73987        0.74040        2.11301        2.29475        1.05251        7.86830        0.00503           7.50192            12.44844            15.49276             7.53827            13.00144            18.14576            18.51197            85.06346           327.79753         -0.00018        0.00027        0.00086        0.01088        0.34569        0.66491        2.24960        0.10090        0.54142        0.10056       -0.62152           2.46324              0.0         10001.0
 245  rfgap     37.21150       54.53960        0.04059        0.73987        0.74040        2.11301        2.29475        1.04867        7.84361        0.00509           7.50168            12.44812            15.49237             7.53847            13.00108            18.14526            18.51156            85.29840           327.44109         -0.00018        0.00022        0.00086        0.01096        0.34710        0.66241        2.23262        0.10131        0.52459        0.10096       -0.65522           2.46477              0.0         10001.0
 246  drift     37.36550       54.53960        0.04059        0.50156        0.69046        1.43198        2.13075        0.95847        7.35745        0.00509           7.50168            12.44812            15.49237             7.53847            13.00108            18.14526            18.54358            84.75633           327.87749         -0.00018        0.00022        0.00102        0.01096        0.34710        0.66379        1.32295        0.04656        0.33009        0.08780       -0.43575           2.05543              0.0         10001.0
 247  quad      37.66450       54.53960        0.04059        0.39536        0.48845        1.06588        1.36110        0.87860        6.41709        0.00509           7.50170            12.44635            15.49017             7.53619            12.97247            18.13064            18.54097            84.65528           327.48659         -0.00023       -0.00358        0.00106       -0.00880        0.34710        0.63504       -0.62934        0.02893        0.85880        0.04395       -0.01087           1.72739              0.0         10001.0
 248  drift     37.81850       54.53960        0.04059        0.56823        0.38196        1.50456        1.03819        0.90139        5.93095        0.00509           7.50170            12.44635            15.49017             7.53619            12.97247            18.13064            18.63510            83.89636           327.08131         -0.00028       -0.00358        0.00092       -0.00880        0.34710        0.64002       -1.37250        0.05976        0.25003        0.02688        0.20510           1.80897              0.0         10001.0
 249  rfgap     37.81850       54.97363        0.04884        0.56823        0.38196        1.50456        1.03819        0.89810        5.91168        0.00504           7.50123            12.44562            15.48926             7.53567            12.97147            18.12924            18.63703            83.79291           327.95660         -0.00028       -0.00360        0.00092       -0.00862        0.34850        0.63764       -1.38245        0.06000        0.24557        0.02699        0.18070           1.80974              0.0         10001.0
 250  drift     38.12650       54.97363        0.04884        1.01429        0.51535        2.63338        1.30118        1.04164        4.87980        0.00504           7.50123            12.44562            15.48926             7.53567            12.97147            18.12924            18.83633            84.16740           326.86367         -0.00039       -0.00360        0.00066       -0.00862        0.34850        0.64119       -2.87676        0.19119       -0.96446        0.04913        0.59991           2.40871              0.0         10001.0
 251  rfgap     38.12650       55.40725        0.05692        1.01429        0.51535        2.63338        1.30118        1.03785        4.86373        0.00495           7.50045            12.44403            15.48728             7.53500            12.96594            18.12151            18.83859            84.09089           327.83971         -0.00039       -0.00363        0.00066       -0.00848        0.34990        0.63881       -2.90823        0.19197       -0.97248        0.04933        0.56781           2.40958              0.0         10001.0
 252  drift     38.28050       55.40725        0.05692        1.25356        0.69080        3.28096        1.71751        1.14383        4.32497        0.00495           7.50045            12.44403            15.48728             7.53500            12.96594            18.12151            18.94350            84.24768           327.17546         -0.00045       -0.00363        0.00053       -0.00848        0.34990        0.63766       -3.66694        0.29323       -1.57988        0.08864        0.76716           2.91061              0.0         10001.0
 253  quad      38.57950       55.40725        0.05692        1.35755        1.31642        3.58068        3.46405        1.39278        3.84397        0.00495           7.50240            12.47931            15.45425             7.53077            12.94649            18.06907            18.94066            84.11549           326.66209         -0.00043        0.00471        0.00040       -0.00018        0.34990        0.59723        2.29323        0.34381       -7.60061        0.32207        1.16447           4.31614              0.0         10001.0
 254  drift     38.73350       55.40725        0.05692        1.21962        1.79594        3.22068        4.75284        1.54582        4.19277        0.00495           7.50240            12.47931            15.45425             7.53077            12.94649            18.06907            19.39747            84.30383           322.38557         -0.00036        0.00471        0.00040       -0.00018        0.34990        0.62069        2.01288        0.27750      -10.41067        0.59945        1.32931           5.19152              0.0         10001.0
 255  rfgap     38.73350       55.84014        0.06430        1.21962        1.79594        3.22068        4.75284        1.54022        4.17688        0.00477           7.50186            12.47714            15.45157             7.53019            12.93979            18.00945            19.40043            84.10330           322.85335         -0.00036        0.00463        0.00040       -0.00015        0.35129        0.61831        1.96812        0.27862      -10.50709        0.60188        1.26103           5.19309              0.0         10001.0
 256  drift     39.04150       55.84014        0.06430        0.96375        2.76312        2.51955        7.35549        1.84596        4.83537        0.00477           7.50186            12.47714            15.45157             7.53019            12.93979            18.00945            20.39008            83.39664           314.11165         -0.00022        0.00463        0.00040       -0.00015        0.35129        0.65995        1.42937        0.17398      -16.20774        1.42469        1.53889           7.09738              0.0         10001.0
 257  rfgap     39.04150       56.27275        0.07184        0.96375        2.76312        2.51955        7.35549        1.83933        4.81706        0.00456           7.50151            12.47556            15.44961             7.52997            12.92756            17.86809            20.39400            83.40683           314.15002         -0.00022        0.00456        0.00040       -0.00013        0.35268        0.65739        1.40166        0.17467      -16.43255        1.43035        1.44662           7.09915              0.0         10001.0
 258  drift     39.19550       56.27275        0.07184        0.84891        3.25212        2.22721        8.67163        1.98810        5.14215        0.00456           7.50151            12.47556            15.44961             7.52997            12.92756            17.86809            20.91840            83.82675           309.89558         -0.00015        0.00456        0.00039       -0.00013        0.35268        0.67596        1.14027        0.13552      -19.35061        1.98141        1.56024           8.08606              0.0         10001.0
 259  quad      39.49450       56.27275        0.07184        0.88271        3.26732        2.43464        8.73570        2.27175        5.52901        0.00456           7.50132            12.47143            15.46364             7.59094            13.43288            18.61798            20.91599            83.69380           309.40407         -0.00004        0.00322        0.00028       -0.00729        0.35268        0.62497       -1.57325        0.14653       18.69587        1.98391        1.86689          10.55922              0.0         10001.0
 260  drift     39.64850       56.27275        0.07184        1.03283        2.79326        2.86644        7.48252        2.42738        5.88263        0.00456           7.50132            12.47143            15.46364             7.59094            13.43288            18.61798            21.42874            84.22038           305.70009          0.00001        0.00322        0.00017       -0.00729        0.35268        0.64253       -1.93847        0.20061       15.97486        1.44998        1.96946          11.76714              0.0         10001.0
 261  rfgap     39.64850       56.70448        0.07847        1.03283        2.79326        2.86644        7.48252        2.41873        5.86017        0.00426           7.50117            12.46885            15.46045             7.59440            13.45953            18.52654            21.44038            84.31540           304.93816          0.00001        0.00314        0.00017       -0.00726        0.35405        0.63990       -1.97002        0.20140       15.74027        1.45499        1.81770          11.76588              0.0         10001.0
 262  drift     39.95650       56.70448        0.07847        1.35325        1.86349        3.74075        5.02162        2.70846        6.50109        0.00426           7.50117            12.46885            15.46045             7.59440            13.45953            18.52654            22.41528            85.57239           298.68200          0.00011        0.00314       -0.00006       -0.00726        0.35405        0.66734       -2.71646        0.34574       10.47446        0.64757        1.98436          14.11176              0.0         10001.0
 263  rfgap     39.95650       57.13575        0.08499        1.35325        1.86349        3.74075        5.02162        2.69888        6.47631        0.00395           7.50111            12.48073            15.45601             7.59588            13.48811            18.48952            22.43464            85.59278           297.71402          0.00011        0.00303       -0.00006       -0.00725        0.35543        0.66456       -2.77011        0.34709       10.37203        0.64995        1.80398          14.10563              0.0         10001.0
 264  drift     40.11050       57.13575        0.08499        1.52076        1.40622        4.18530        3.81202        2.83153        6.76709        0.00395           7.50111            12.48073            15.45601             7.59588            13.48811            18.48952            22.89120            86.04159           295.16839          0.00016        0.00303       -0.00017       -0.00725        0.35543        0.67494       -3.15495        0.43833        7.79936        0.37012        1.87027          15.21664              0.0         10001.0
 265  quad      40.40950       57.13575        0.08499        1.42447        0.84891        3.94360        2.46324        3.08337        7.10116        0.00395           7.49934            12.47517            15.43001             7.59070            13.46756            18.41088            22.88961            85.93075           294.78817          0.00019       -0.00096       -0.00045       -0.01247        0.35543        0.61476        4.61296        0.38468        1.45434        0.13497        2.08190          18.04501              0.0         10001.0
 266  drift     40.56350       57.13575        0.08499        1.16281        0.71464        3.25816        2.16458        3.21554        7.30267        0.00395           7.49934            12.47517            15.43001             7.59070            13.46756            18.41088            22.95330            86.22690           294.79282          0.00017       -0.00096       -0.00064       -0.01247        0.35543        0.60117        3.72103        0.25633        1.09892        0.09565        2.18387          19.57071              0.0         10001.0
 267  rfgap     40.56350       57.56569        0.08990        1.16281        0.71464        3.25816        2.16458        3.20429        7.27479        0.00357           7.49938            12.47437            15.42903             7.59079            13.46516            18.40760            22.99805            86.28760           293.99524          0.00017       -0.00100       -0.00064       -0.01255        0.35679        0.59846        3.68154        0.25732        1.08421        0.09602        1.93461          19.54112              0.0         10001.0
 268  drift     40.87150       57.56569        0.08990        0.66512        0.51942        1.90787        1.57987        3.44006        7.75354        0.00357           7.49938            12.47437            15.42903             7.59079            13.46516            18.40760            23.11608            86.88077           294.01276          0.00014       -0.00100       -0.00103       -0.01255        0.35679        0.56677        1.93949        0.08419        0.38638        0.05073        2.10016          22.40769              0.0         10001.0
 269  rfgap     40.87150       57.99471        0.09397        0.66512        0.51942        1.90787        1.57987        3.42814        7.72397        0.00318           7.49928            12.47420            15.42882             7.59044            13.46568            18.40831            23.18196            87.94514           293.63986          0.00014       -0.00101       -0.00103       -0.01269        0.35815        0.56413        1.92669        0.08451        0.37868        0.05092        1.81652          22.35381              0.0         10001.0
 270  drift     41.02550       57.99471        0.09397        0.44829        0.48602        1.23973        1.36554        3.53084        7.96090        0.00318           7.49928            12.47420            15.42882             7.59044            13.46568            18.40831            23.23558            88.24601           293.66392          0.00013       -0.00101       -0.00123       -0.01269        0.35815        0.54653        1.06801        0.03839        0.03288        0.04458        1.88154          23.65849              0.0         10001.0
 271  quad      41.32450       57.99471        0.09397        0.41753        0.45843        1.08295        1.24913        3.73158        8.36309        0.00318           7.49939            12.47384            15.42837             7.58899            13.46507            18.38234            23.23470            88.17036           293.41217          0.00013        0.00136       -0.00125        0.01098        0.35815        0.48025       -0.86788        0.03330        0.10058        0.03967        2.01780          26.42619              0.0         10001.0
 272  drift     41.47850       57.99471        0.09397        0.61613        0.47511        1.60533        1.32799        3.83568        8.65202        0.00318           7.49939            12.47384            15.42837             7.58899            13.46507            18.38234            23.29416            88.12540           293.26255          0.00015        0.00136       -0.00108        0.01098        0.35815        0.46263       -1.67861        0.07252       -0.29153        0.04261        2.08113          27.84986              0.0         10001.0
 273  rfgap     41.47850       58.42210        0.09605        0.61613        0.47511        1.60533        1.32799        3.82253        8.61889        0.00275           7.49915            12.47145            15.42541             7.58891            13.46318            18.37977            23.40877            90.59313           294.61179          0.00015        0.00138       -0.00108        0.01077        0.35950        0.46020       -1.68951        0.07279       -0.29785        0.04277        1.72965          27.72603              0.0         10001.0
 274  drift     41.78650       58.42210        0.09605        1.08826        0.67081        2.85185        1.67579        3.99651        9.12512        0.00275           7.49915            12.47145            15.42541             7.58891            13.46318            18.37977            23.51181            90.82615           294.41217          0.00020        0.00138       -0.00075        0.01077        0.35950        0.42346       -3.32034        0.22710       -1.08180        0.08527        1.82351          30.17452              0.0         10001.0
 275  rfgap     41.78650       58.84856        0.09734        1.08826        0.67081        2.85185        1.67579        3.98294        9.09033        0.00233           7.49888            12.48012            15.41708             7.58964            13.45955            18.37481            23.66449            93.66408           296.87505          0.00020        0.00144       -0.00075        0.01063        0.36085        0.42112       -3.35404        0.22796       -1.09424        0.08558        1.44587          29.99354              0.0         10001.0
 276  drift     41.94050       58.84856        0.09734        1.33686        0.81192        3.51860        2.01841        4.05239        9.30670        0.00233           7.49888            12.48012            15.41708             7.58964            13.45955            18.37481            23.70715            93.64834           296.82518          0.00022        0.00144       -0.00059        0.01063        0.36085        0.40246       -4.18157        0.34401       -1.48966        0.12537        1.47910          30.99275              0.0         10001.0
 277  quad      42.23950       58.84856        0.09734        1.43427        1.37606        3.77937        3.61701        4.18953        9.74661        0.00233           7.50300            12.47313            15.40843             7.58276            13.39514            18.26195            23.70686            93.90612           296.70180          0.00020       -0.00242       -0.00041        0.00176        0.36085        0.33416        2.77147        0.39574       -7.74965        0.36044        1.55153          33.12645              0.0         10001.0
 278  drift     42.39350       58.84856        0.09734        1.28080        1.83262        3.36887        4.85642        4.25914       10.02765        0.00233           7.50300            12.47313            15.40843             7.58276            13.39514            18.26195            23.95050            93.93623           295.86214          0.00017       -0.00242       -0.00038        0.00176        0.36085        0.33891        2.43365        0.31558      -10.35833        0.63930        1.56529          33.88815              0.0         10001.0
 279  rfgap     42.39350       59.27360        0.09710        1.28080        1.83262        3.36887        4.85642        4.24483        9.98929        0.00192           7.50319            12.46732            15.40126             7.59083            13.40138            18.24558            24.17381            98.07037           301.29146          0.00017       -0.00233       -0.00038        0.00178        0.36219        0.33675        2.38735        0.31675      -10.44092        0.64100        1.14493          33.59072              0.0         10001.0
 280  drift     42.70150       59.27360        0.09710        0.99133        2.75344        2.57547        7.34778        4.34663       10.49331        0.00192           7.50319            12.46732            15.40126             7.59083            13.40138            18.24558            24.54039            99.06062           300.63921          0.00009       -0.00233       -0.00033        0.00178        0.36219        0.34672        1.73591        0.18975      -15.72704        1.44697        1.16240          34.69506              0.0         10001.0
 281  rfgap     42.70150       59.69809        0.09680        0.99133        2.75344        2.57547        7.34778        4.33214       10.45334        0.00157           7.50340            12.46389            15.39703             7.60903            13.53615            18.20598            24.81554           103.45288           307.43797          0.00009       -0.00225       -0.00033        0.00182        0.36353        0.34452        1.70839        0.19045      -15.89839        1.44883        0.73890          34.32623              0.0         10001.0
 282  drift     42.85550       59.69809        0.09680        0.85813        3.21887        2.26992        8.60506        4.36431       10.69480        0.00157           7.50340            12.46389            15.39703             7.60903            13.53615            18.20598            24.93469           104.12863           307.61781          0.00006       -0.00225       -0.00030        0.00182        0.36353        0.35013        1.39152        0.14271      -18.59565        1.98004        0.74435          34.67151              0.0         10001.0
 283  quad      43.15450       59.69809        0.09680        0.85300        3.20258        2.36446        8.58770        4.43064       11.15894        0.00157           7.50300            12.46251            15.39532             7.64511            13.80707            19.35119            24.93481           104.11968           307.59136          0.00000       -0.00180       -0.00017        0.00674        0.36353        0.28263       -1.32467        0.14101       19.04735        1.95080        0.77566          35.73315              0.0         10001.0
 284  drift     43.30850       59.69809        0.09680        0.98083        2.72114        2.72747        7.31733        4.46398       11.44065        0.00157           7.50300            12.46251            15.39532             7.64511            13.80707            19.35119            25.06639           104.53095           307.89675         -0.00003       -0.00180       -0.00006        0.00674        0.36353        0.29055       -1.62551        0.18645       16.17543        1.40837        0.78027          36.08264              0.0         10001.0
 285  rfgap     43.30850       60.12150        0.09561        0.98083        2.72114        2.72747        7.31733        4.44924       11.39695        0.00132           7.50339            12.45890            15.39086             7.65759            13.82995            19.32907            25.41725           110.20376           318.04836         -0.00003       -0.00165       -0.00006        0.00676        0.36486        0.28851       -1.65217        0.18712       15.94768        1.41122        0.34789          35.60102              0.0         10001.0
 286  drift     43.61650       60.12150        0.09561        1.25798        1.77502        3.46322        4.81894        4.47857       11.87651        0.00132           7.50339            12.45890            15.39086             7.65759            13.82995            19.32907            25.52829           111.38381           319.60922         -0.00008       -0.00165        0.00015        0.00676        0.36486        0.30285       -2.26608        0.30780       10.37510        0.60047        0.35496          35.91502              0.0         10001.0
 287  rfgap     43.61650       60.54444        0.09456        1.25798        1.77502        3.46322        4.81894        4.46390       11.83138        0.00126           7.50392            12.47041            15.38607             7.66193            13.84237            19.31943            25.92980           117.70353           331.09290         -0.00008       -0.00146        0.00015        0.00679        0.36618        0.30079       -2.30955        0.30889       10.28431        0.60231       -0.06524          35.37508              0.0         10001.0
 288  drift     43.77050       60.54444        0.09456        1.40422        1.30906        3.88330        3.58611        4.46018       12.02907        0.00126           7.50392            12.47041            15.38607             7.66193            13.84237            19.31943            25.91384           118.46821           332.30915         -0.00010       -0.00146        0.00025        0.00679        0.36618        0.30756       -2.62533        0.38489        7.55447        0.32759       -0.06180          35.33792              0.0         10001.0
 289  quad      44.06950       60.54444        0.09456        1.30236        0.70837        3.66524        2.11618        4.45566       12.50440        0.00126           7.50128            12.45831            15.39012             7.66259            13.81849            19.23242            25.91398           118.47630           332.33183         -0.00011        0.00055        0.00054        0.01362        0.36618        0.24210        4.08602        0.33119        1.55587        0.09592       -0.04212          35.26614              0.0         10001.0
 290  drift     44.22350       60.54444        0.09456        1.05666        0.54345        3.00123        1.70824        4.45386       12.76560        0.00126           7.50128            12.45831            15.39012             7.66259            13.81849            19.23242            25.91198           118.55394           332.54961         -0.00011        0.00055        0.00075        0.01362        0.36618        0.22645        3.26320        0.21802        1.00666        0.05645       -0.03347          35.24036              0.0         10001.0
 291  rfgap     44.22350       60.96630        0.09267        1.05666        0.54345        3.00123        1.70824        4.43939       12.71701        0.00140           7.50144            12.45795            15.38969             7.66243            13.81788            19.23157            26.36407           125.46843           347.07727         -0.00011        0.00063        0.00075        0.01371        0.36750        0.22467        3.23258        0.21880        0.99873        0.05666       -0.43530          34.65186              0.0         10001.0
 292  drift     44.53150       60.96630        0.09267        0.59473        0.38598        1.69082        1.02462        4.40033       13.15195        0.00140           7.50144            12.45795            15.38969             7.66243            13.81788            19.23157            26.33032           125.98650           347.54895         -0.00009        0.00063        0.00117        0.01371        0.36750        0.19416        1.62082        0.06931       -0.08709        0.02858       -0.41430          34.08846              0.0         10001.0
 293  rfgap     44.53150       61.38743        0.09053        0.59473        0.38598        1.69082        1.02462        4.38617       13.10219        0.00167           7.50147            12.45809            15.38985             7.66202            13.81750            19.23104            26.80941           133.09702           363.15695         -0.00009        0.00065        0.00117        0.01386        0.36881        0.19253        1.61122        0.06956       -0.09101        0.02868       -0.79241          33.49452              0.0         10001.0
 294  drift     44.68550       61.38743        0.09053        0.40460        0.45479        1.09114        1.26799        4.34950       13.27605        0.00167           7.50147            12.45809            15.38985             7.66202            13.81750            19.23104            26.77838           133.55150           363.40544         -0.00008        0.00065        0.00139        0.01386        0.36881        0.17791        0.81507        0.03219       -0.63234        0.03982       -0.77751          32.97501              0.0         10001.0
 295  quad      44.98450       61.38743        0.09053        0.45082        0.61709        1.17929        1.78331        4.27996       13.61241        0.00167           7.50141            12.45990            15.39209             7.66396            13.81159            19.22281            26.77829           133.56261           363.43568         -0.00008       -0.00061        0.00140       -0.01290        0.36881        0.11576       -1.12085        0.03997       -0.27600        0.07330       -0.74407          31.92915              0.0         10001.0
 296  drift     45.13850       61.38743        0.09053        0.66847        0.66562        1.74643        1.81175        4.24408       13.78620        0.00167           7.50141            12.45990            15.39209             7.66396            13.81159            19.22281            26.75715           133.57434           363.46759         -0.00009       -0.00061        0.00120       -0.01290        0.36881        0.09794       -1.99020        0.08788       -0.50210        0.08528       -0.72809          31.42087              0.0         10001.0
 297  rfgap     45.13850       61.80745        0.08757        0.66847        0.66562        1.74643        1.81175        4.23053       13.73422        0.00200           7.50164            12.45740            15.38901             7.66528            13.83287            19.22566            27.23357           140.80214           381.06127         -0.00009       -0.00065        0.00120       -0.01269        0.37011        0.09670       -2.00218        0.08819       -0.51360        0.08557       -1.06771          30.88517              0.0         10001.0
 298  drift     45.44650       61.80745        0.08757        1.15966        0.82426        3.05134        2.06669        4.12676       13.99388        0.00200           7.50164            12.45740            15.38901             7.66528            13.83287            19.22566            27.17623           140.42984           381.08504         -0.00011       -0.00065        0.00081       -0.01269        0.37011        0.06345       -3.75151        0.26540       -0.96849        0.13122       -1.02221          29.45062              0.0         10001.0
 299  rfgap     45.44650       62.22677        0.08445        1.15966        0.82426        3.05134        2.06669        4.11369       13.94153        0.00237           7.50228            12.45087            15.38094             7.66760            13.85664            19.23198            27.64562           147.47239           399.11338         -0.00011       -0.00074        0.00081       -0.01255        0.37141        0.06238       -3.78713        0.26631       -0.98599        0.13164       -1.33241          28.96361              0.0         10001.0
 300  drift     45.60050       62.22677        0.08445        1.41522        0.92437        3.72486        2.31610        4.04663       14.02792        0.00237           7.50228            12.45087            15.38094             7.66760            13.85664            19.23198            27.60971           147.46698           399.09873         -0.00012       -0.00074        0.00062       -0.01255        0.37141        0.04712       -4.67434        0.39662       -1.21671        0.16556       -1.30098          28.06342              0.0         10001.0
 301  quad      45.89950       62.22677        0.08445        1.50356        1.42237        3.94468        3.74515        3.91985       14.19488        0.00237           7.50498            12.48854            15.42747             7.66922            13.81155            19.08990            27.60959           147.47006           399.10706         -0.00011        0.00146        0.00039       -0.00367        0.37141       -0.01032        3.28830        0.44752       -7.68584        0.39192       -1.23551          26.33261              0.0         10001.0
 302  drift     46.05350       62.22677        0.08445        1.33443        1.85278        3.48721        4.92147        3.85016       14.28128        0.00237           7.50498            12.48854            15.42747             7.66922            13.81155            19.08990            27.36361           148.39770           401.61758         -0.00008        0.00146        0.00033       -0.00367        0.37141       -0.00404        2.88180        0.35250      -10.04632        0.66499       -1.21716          25.63304              0.0         10001.0
 303  rfgap     46.05350       62.64527        0.08104        1.33443        1.85278        3.48721        4.92147        3.83806       14.22823        0.00272           7.50555            12.48431            15.42225             7.68076            13.84102            19.15712            27.78061           154.75688           419.96441         -0.00008        0.00138        0.00033       -0.00367        0.37271       -0.00478        2.83439        0.35370      -10.12133        0.66631       -1.48183          25.25936              0.0         10001.0
 304  drift     46.36150       62.64527        0.08104        1.01177        2.72097        2.63799        7.28709        3.67066       14.31488        0.00272           7.50555            12.48431            15.42225             7.68076            13.84102            19.15712            27.20201           155.62254           425.77987         -0.00004        0.00138        0.00022       -0.00367        0.37271        0.01055        2.04774        0.20333      -14.90290        1.43705       -1.43136          23.59550              0.0         10001.0
 305  rfgap     46.36150       63.06345        0.07812        1.01177        2.72097        2.63799        7.28709        3.65920       14.26223        0.00306           7.50595            12.48239            15.41988             7.70257            14.10868            19.31373            27.59319           161.74269           443.73852         -0.00004        0.00131        0.00022       -0.00371        0.37400        0.00985        2.02071        0.20402      -15.05255        1.43793       -1.66910          23.27092              0.0         10001.0
 306  drift     46.51550       63.06345        0.07812        0.86084        3.15975        2.30534        8.48773        3.56251       14.26329        0.00306           7.50595            12.48239            15.41988             7.70257            14.10868            19.31373            27.26359           162.05925           447.05999         -0.00002        0.00131        0.00016       -0.00371        0.37400        0.01902        1.63702        0.14770      -17.48987        1.93909       -1.63577          22.32400              0.0         10001.0
 307  quad      46.81450       63.06345        0.07812        0.81738        3.11266        2.27215        8.40035        3.38741       14.26469        0.00306           7.50633            12.46976            15.40428             7.65639            13.87706            20.30294            27.26416           162.04867           447.03081          0.00001        0.00106        0.00002       -0.00554        0.37400       -0.03357       -1.06534        0.13315       19.16085        1.89307       -1.52419          20.18305              0.0         10001.0
 308  drift     46.96850       63.06345        0.07812        0.92295        2.62760        2.56239        7.11349        3.29205       14.26583        0.00306           7.50633            12.46976            15.40428             7.65639            13.87706            20.30294            26.88515           162.58143           450.98871          0.00003        0.00106       -0.00007       -0.00554        0.37400       -0.01917       -1.31226        0.16977       16.16607        1.34904       -1.49259          19.33147              0.0         10001.0
 309  rfgap     46.96850       63.48114        0.07543        0.92295        2.62760        2.56239        7.11349        3.28183       14.21391        0.00336           7.50670            12.46880            15.40309             7.66489            13.93887            20.33388            27.19564           167.60632           467.52112          0.00003        0.00096       -0.00007       -0.00556        0.37528       -0.01964       -1.33452        0.17034       15.97086        1.35216       -1.68520          19.11852              0.0         10001.0
 310  drift     47.27650       63.48114        0.07543        1.15774        1.67278        3.22418        4.57829        3.07004       14.13352        0.00336           7.50670            12.46880            15.40309             7.66489            13.93887            20.33388            26.40966           168.17794           475.75088          0.00006        0.00096       -0.00024       -0.00556        0.37528        0.00899       -1.83736        0.26803       10.13804        0.54801       -1.60103          17.22848              0.0         10001.0
 311  rfgap     47.27650       63.89858        0.07338        1.15774        1.67278        3.22418        4.57829        3.06056       14.08266        0.00365           7.50701            12.46815            15.40228             7.66741            13.94340            20.34048            26.68130           172.63295           491.13216          0.00006        0.00085       -0.00024       -0.00559        0.37656        0.00852       -1.87212        0.26894       10.06364        0.54969       -1.76978          17.05972              0.0         10001.0
 312  drift     47.43050       63.89858        0.07338        1.28357        1.20207        3.61434        3.34903        2.94531       14.00219        0.00365           7.50701            12.46815            15.40228             7.66741            13.94340            20.34048            26.28060           172.62600           495.34002          0.00007        0.00085       -0.00033       -0.00559        0.37656        0.02289       -2.13008        0.33057        7.19827        0.28386       -1.71591          16.03994              0.0         10001.0
 313  quad      47.72950       63.89858        0.07338        1.17894        0.56592        3.36259        1.76179        2.73624       13.84507        0.00365           7.50396            12.46027            15.41159             7.67160            13.96233            20.27934            26.28275           172.60193           495.27097          0.00009       -0.00001       -0.00060       -0.01372        0.37656       -0.02598        3.53377        0.27898        1.48828        0.06288       -1.55039          13.84251              0.0         10001.0
