,Diameter,FWHM,dist,EY,EY2,VY,sigmaY,Pmiss,EL,sigma_b
15,9.0,4.0,8.0,8.986882067708982e-09,8.077646325931284e-17,1.2413960403571492e-20,1.1141795368598138e-10,0.0005894296104654134,8.427735805563036e-25,0.6
16,9.0,4.0,10.0,7.969730941119226e-09,6.352524586564362e-17,8.634591810480413e-21,9.292250432742551e-11,0.0003919604353341096,1.2214300373789957e-26,0.6
17,9.0,4.0,12.0,7.117438710883146e-09,5.0664067824507043e-17,6.134021329101626e-21,7.831999316331448e-11,0.0002610127897568674,0.0,0.6
18,9.0,4.0,16.0,5.7991664148563686e-09,3.3633643736149354e-17,3.3126289512848794e-21,5.755544241238077e-11,0.00011931092928598561,0.0,0.6
19,9.0,4.0,20.0,4.834209994549278e-09,2.3371534185371486e-17,1.9479139713544864e-21,4.413517838815752e-11,5.9742331260462466e-05,0.0,0.6
20,11.0,4.0,8.0,7.71061583245032e-09,5.945930548618005e-17,5.708970546497726e-21,7.555772989243209e-11,0.000107741811402818,0.0,0.6
21,11.0,4.0,10.0,6.907084699126267e-09,4.7711939471289094e-17,4.120430384893891e-21,6.419057863030907e-11,6.953807961656819e-05,0.0,0.6
22,11.0,4.0,12.0,6.227922792266408e-09,3.8790047990120484e-17,3.0256836890734225e-21,5.500621500406497e-11,4.4699214512706555e-05,0.0,0.6
23,11.0,4.0,16.0,5.140661472055128e-09,2.6428117345266226e-17,1.7169749942293678e-21,4.143639697451225e-11,1.911373401625827e-05,0.0,0.6
24,11.0,4.0,20.0,4.335610962117415e-09,1.8798574575367554e-17,1.052160534856167e-21,3.2437024136874314e-11,9.031176193804205e-06,0.0,0.6
25,3.0,5.0,8.0,7.87655891671588e-09,6.205319772187821e-17,1.3017353381780384e-20,1.1409361674423501e-10,0.0015009833985444867,3.407199766152154e-21,0.6
26,3.0,5.0,10.0,6.9880313673292414e-09,4.884161029654023e-17,9.02790576284181e-21,9.501529225783506e-11,0.0010431443668225593,1.3318484476074774e-22,0.6
27,3.0,5.0,12.0,6.259975182892061e-09,3.9193783796378524e-17,6.4945059540304425e-21,8.058849765338999e-11,0.0007484283679240627,5.7719908381406616e-24,0.6
28,3.0,5.0,16.0,5.116903726179235e-09,2.6186273769150248e-17,3.5700261633065995e-21,5.974969592647815e-11,0.0003959968629980699,8.72386247355491e-27,0.6
29,3.0,5.0,20.0,4.279818025508137e-09,1.8318947283233993e-17,2.104951769626692e-21,4.587975337364721e-11,0.00021560969943439952,0.0,0.6
30,5.0,5.0,8.0,9.496638668693637e-09,9.020596691003489e-17,1.9820906307632234e-20,1.4078674052492385e-10,0.001705955718135546,1.173642569712531e-20,0.6
31,5.0,5.0,10.0,8.366128139682954e-09,7.000553699390432e-17,1.3436944309352805e-20,1.1591783430237474e-10,0.0011651822534461224,4.210479071103037e-22,0.6
32,5.0,5.0,12.0,7.4429769257801816e-09,5.5407294850791524e-17,9.389333095318628e-21,9.689857117274035e-11,0.0008023009969071894,1.312432823046512e-23,0.6
33,5.0,5.0,16.0,6.020084632882597e-09,3.624637279814727e-17,4.953811078075029e-21,7.038331533875788e-11,0.0003993627759034525,1.1206739655753032e-26,0.6
34,5.0,5.0,20.0,4.9860061751212505e-09,2.4863098377390616e-17,2.840799043374084e-21,5.3299146741520015e-11,0.00021113762235417828,0.0,0.6
35,7.0,5.0,8.0,9.21721604548773e-09,8.497235868341023e-17,1.5287054213749668e-20,1.2364082745497e-10,0.0009623452830694424,8.55439430956476e-23,0.6
36,7.0,5.0,10.0,8.141737689420026e-09,6.629828039978721e-17,1.0387796464667452e-20,1.0192053995474833e-10,0.0006272035188042521,1.3956152502780611e-24,0.6
37,7.0,5.0,12.0,7.252240514981813e-09,5.260232720311823e-17,7.334715974555165e-21,8.564295636276905e-11,0.0004274750966600511,2.72497703735976e-26,0.6
38,7.0,5.0,16.0,5.889015865542687e-09,3.4684425512506865e-17,3.917647893377966e-21,6.259111672895736e-11,0.00020229385193717964,0.0,0.6
39,7.0,5.0,20.0,4.893770116130569e-09,2.395124919805431e-17,2.2632485217103032e-21,4.7573611610958264e-11,0.00010100479374296733,0.0,0.6
40,9.0,5.0,8.0,8.325135555745704e-09,6.93169068917866e-17,9.02487024527619e-21,9.499931707794635e-11,0.00033781038063176446,2.6672242902017106e-27,0.6
41,9.0,5.0,10.0,7.410949609422241e-09,5.492850178807584e-17,6.327674680170566e-21,7.954668239575153e-11,0.0002176478100770995,0.0,0.6
42,9.0,5.0,12.0,6.640679012981083e-09,4.410316279257704e-17,4.545039129634677e-21,6.741690536975631e-11,0.00014260719792244506,0.0,0.6
43,9.0,5.0,16.0,5.4434775494828735e-09,2.96339519294429e-17,2.5040977188297617e-21,5.0040960410745135e-11,6.338136151699454e-05,0.0,0.6
44,9.0,5.0,20.0,4.55525522969177e-09,2.075182721262245e-17,1.477004988227901e-21,3.8431822598309083e-11,2.9477900172011427e-05,0.0,0.6
45,11.0,5.0,8.0,7.278145255193105e-09,5.297599888105875e-17,4.600525368837359e-21,6.782717279112671e-11,7.119204337975681e-05,0.0,0.6
46,11.0,5.0,10.0,6.535591555187559e-09,4.2717286774959294e-17,3.329798720357204e-21,5.770440815359953e-11,4.4567168249505896e-05,0.0,0.6
47,11.0,5.0,12.0,5.902551477180505e-09,3.48425699691696e-17,2.4560284038394725e-21,4.95583333440449e-11,2.817928082833322e-05,0.0,0.6
48,11.0,5.0,16.0,4.895792813347466e-09,2.397019559296794e-17,1.4083217432401263e-21,3.7527613076774895e-11,1.1595478894155346e-05,0.0,0.6
49,11.0,5.0,20.0,4.136936182607206e-09,1.7115103251405548e-17,8.622724408649042e-22,2.936447583160483e-11,5.1468127876637e-06,0.0,0.6
