n_el  name       dist[m]     Energy[MeV/u] (W-Wtmp)/Wtmp,%   x_rms[cm]      y_rms[cm]      Xmax[cm]       Ymax[cm]     phi_rms[deg]   phi_max[deg]   DW/W[rel.u.]   4*exn_rms[cm*mrad]   exn99.5[cm*mrad]    exn_max[cm*mrad]   4*eyn_rms[cm*mrad]   eyn99.5[cm*mrad]    eyn_max[cm*mrad]   4*ezn_rms[keV/u*ns]  ezn99.5[keV/u*ns]    ezn_max[keV/u*ns]     Xc[cm]       X'c[mrad]        Yc[cm]       Y'c[mrad]        btgm          Zc[deg]          a_x        b_x[cm/mrad]       a_y        b_y[cm/mrad]       a_z        b_z[deg/(%ofD_W/W)]  #of_lost_part  total#of_par
 225  rfgap     34.15850       51.55933        0.11070        0.33897        2.86465        0.93818        6.16226        4.25032       15.34098        0.00176           7.78052            13.96563            23.77129             9.31956            35.19107            77.08887            27.43831            76.16568           169.44534          0.00062        0.01924       -0.00045        0.00363        0.33710        0.38031        0.13416        0.01991       18.28645        1.18732        0.37346          25.80576              0.0         10001.0
 226  drift     34.46650       51.55844        0.10897        0.59256        1.51188        1.87298        3.27500        4.31685       15.44563        0.00197           7.78078            13.95958            23.76099             9.32427            35.86861            77.05394            27.46004            76.09276           193.86691          0.00121        0.01927       -0.00034        0.00356        0.33710        0.48397       -1.46038        0.06085        9.56584        0.33055        0.69316          26.59891              0.0         10001.0
 227  rfgap     34.46650       51.99091        0.10958        0.59256        1.51188        1.87298        3.27500        4.29994       15.37289        0.00182           7.78233            13.98180            23.92095             9.33058            35.84365            76.83526            27.60551            79.87529           198.44792          0.00121        0.01940       -0.00034        0.00337        0.33855        0.48085       -1.48842        0.06110        9.46580        0.33175        0.50557          26.47196              0.0         10001.0
 228  drift     34.62050       51.99035        0.10851        0.83042        0.85229        2.35291        1.87090        4.33803       15.39326        0.00198           7.78538            14.00458            24.12503             9.33608            35.60101            76.64373            27.68836            79.97627           223.08584          0.00151        0.01972       -0.00029        0.00331        0.33855        0.53031       -2.32850        0.11995        5.24814        0.10536        0.71360          26.86242              0.0         10001.0
 229  quad      34.91950       51.99035        0.10851        1.06866        0.39380        2.80350        1.71580        4.42645       15.19680        0.00198           7.78652            13.98605            24.17640             9.33690            35.59321            76.62694            27.68858            79.97921           223.09402          0.00165       -0.01064       -0.00027       -0.00171        0.33855        0.44879        0.19658        0.19862       -1.98709        0.02249        0.75588          27.96832              0.0         10001.0
 230  drift     35.07350       51.99103        0.10981        1.05828        0.97042        2.83909        3.05078        4.48220       15.26849        0.00227           7.79338            14.11124            24.51997             9.35902            35.89900            77.45200            28.18158            85.00439           267.73035          0.00149       -0.01042       -0.00030       -0.00220        0.33855        0.47202        0.07553        0.19461       -5.40656        0.13626        1.02064          28.17564              0.0         10001.0
 231  rfgap     35.07350       52.42373        0.11139        1.05828        0.97042        2.83909        3.05078        4.46478       15.19746        0.00197           7.79581            14.16940            24.57831             9.37640            36.26352            77.73531            28.57147            87.48360           261.53541          0.00149       -0.01023       -0.00030       -0.00206        0.33999        0.46888        0.02582        0.19538       -5.43236        0.13659        0.71305          27.80463              0.0         10001.0
 232  drift     35.38150       52.42464        0.11313        1.07382        2.17689        2.93675        5.73947        4.58059       15.34845        0.00234           7.80727            14.30531            24.68562             9.44490            36.86676            79.53994            29.57635            95.68853           320.56460          0.00118       -0.00999       -0.00036       -0.00176        0.33999        0.51499       -0.18362        0.20086      -12.34555        0.68234        1.03856          28.27142              0.0         10001.0
 233  rfgap     35.38150       52.85721        0.11503        1.07382        2.17689        2.93675        5.73947        4.56292       15.27720        0.00204           7.81032            14.27952            24.64111             9.47701            37.95736            79.65868            30.06077            96.47578           314.76599          0.00118       -0.00991       -0.00036       -0.00170        0.34143        0.51166       -0.23572        0.20163      -12.44802        0.68290        0.73905          27.82889              0.0         10001.0
 234  drift     35.53550       52.85746        0.11550        1.09722        2.78925        2.99699        7.09813        4.61273       15.46345        0.00214           7.81338            14.27688            24.59411             9.50512            38.29530            80.36789            30.45946            99.98134           332.71661          0.00103       -0.00987       -0.00039       -0.00168        0.34143        0.53500       -0.33265        0.21043      -15.95098        1.11782        0.83868          28.06747              0.0         10001.0
 235  quad      35.83450       52.85746        0.11550        1.47877        3.14376        3.98525        7.63857        4.71716       15.65004        0.00214           7.81605            14.26730            24.53534             9.48708            38.05120            84.09104            30.45973            99.99078           332.74803          0.00100        0.00765       -0.00034        0.00451        0.34143        0.44902       -6.42493        0.38209        7.77734        1.42273        0.88394          29.35248              0.0         10001.0
 236  drift     35.98850       52.85747        0.11551        1.86325        2.87981        4.98950        6.81134        4.77583       15.79006        0.00221           7.81697            14.28055            24.47395             9.50240            38.29396            84.44094            30.61863            99.14497           342.46968          0.00112        0.00766       -0.00027        0.00453        0.34143        0.44378       -8.14727        0.60654        7.08356        1.19193        0.96116          29.93107              0.0         10001.0
 237  rfgap     35.98850       53.28871        0.11546        1.86325        2.87981        4.98950        6.81134        4.75759       15.71724        0.00185           7.81829            14.28945            24.44731             9.51648            38.60197            84.00865            30.93620           100.46807           323.56865          0.00112        0.00745       -0.00027        0.00452        0.34285        0.44064       -8.25881        0.60898        6.85595        1.19514        0.57550          29.63778              0.0         10001.0
 238  drift     36.29650       53.28872        0.11548        2.64530        2.37408        7.01769        5.41041        4.84190       15.89425        0.00195           7.81965            14.25306            24.30190             9.53893            38.94145            84.38017            31.18035           100.76630           338.71025          0.00135        0.00747       -0.00013        0.00455        0.34285        0.42969      -11.80757        1.22725        5.58182        0.81032        0.71104          30.45720              0.0         10001.0
 239  rfgap     36.29650       53.71943        0.11508        2.64530        2.37408        7.01769        5.41041        4.82358       15.82166        0.00169           7.82418            14.20908            24.22690             9.55228            39.31406            84.09424            31.55043           102.32298           323.29534          0.00135        0.00721       -0.00013        0.00455        0.34428        0.42660      -12.02894        1.23163        5.42036        0.81255        0.34594          30.11407              0.0         10001.0
 240  drift     36.45050       53.71943        0.11508        3.04380        2.13112        8.04599        4.74941        4.84857       15.85977        0.00172           7.82468            14.21182            24.14923             9.55879            39.30877            84.08292            31.63083           103.02650           328.63318          0.00146        0.00721       -0.00006        0.00457        0.34428        0.42147      -13.87220        1.63054        4.83012        0.65430        0.40619          30.34957              0.0         10001.0
 241  quad      36.74950       53.71943        0.11508        2.95269        2.23037        7.76180        4.79354        4.89799       15.86170        0.00172           7.80225            14.19608            24.41286             9.57076            39.67183            82.56365            31.63107           103.03885           328.67255          0.00129       -0.01800        0.00008        0.00522        0.34428        0.33647       16.52490        1.53880       -7.27474        0.71577        0.43456          30.97125              0.0         10001.0
 242  drift     36.90350       53.71936        0.11495        2.46498        2.58036        6.45459        5.54032        4.92767       15.89677        0.00176           7.80249            14.18877            24.35840             9.57203            39.61490            82.44516            31.70617           104.28557           330.54062          0.00101       -0.01801        0.00016        0.00524        0.34428        0.35623       13.76800        1.07241       -8.44952        0.95791        0.49326          31.27346              0.0         10001.0
 243  rfgap     36.90350       54.14903        0.11329        2.46498        2.58036        6.45459        5.54032        4.90919       15.82495        0.00160           7.80653            14.23887            24.31916             9.58191            39.96429            82.14654            32.08389           103.61084           315.40591          0.00101       -0.01798        0.00016        0.00519        0.34569        0.35340       13.57041        1.07626       -8.61209        0.96085        0.09889          30.91982              0.0         10001.0
 244  drift     37.21150       54.14887        0.11298        1.51118        3.29549        3.88856        7.06338        4.93363       15.79891        0.00162           7.80706            14.23550            24.23063             9.58132            40.03305            81.95096            32.14798           103.28350           319.26894          0.00046       -0.01800        0.00032        0.00521        0.34569        0.39261        8.25971        0.40448      -11.06454        1.56734        0.21708          31.16620              0.0         10001.0
 245  rfgap     37.21150       54.57837        0.11170        1.51118        3.29549        3.88856        7.06338        4.91528       15.72836        0.00161           7.80845            14.21375            24.19362             9.59708            40.50591            81.58289            32.53604           103.96682           308.04983          0.00046       -0.01791        0.00032        0.00516        0.34710        0.38968        8.17776        0.40605      -11.33005        1.57115       -0.13709          30.80861              0.0         10001.0
 246  drift     37.36550       54.57826        0.11150        1.04462        3.66207        2.68253        7.86094        4.91120       15.66982        0.00160           7.80843            14.19953            24.16942             9.59457            40.32823            81.55354            32.51452           103.12810           310.15971          0.00018       -0.01791        0.00040        0.00516        0.34710        0.40965        5.59753        0.19403      -12.62394        1.94063       -0.07151          30.77786              0.0         10001.0
 247  quad      37.66450       54.57826        0.11150        0.39946        3.35307        1.07088        7.21777        4.90424       15.49961        0.00160           7.81032            14.19585            24.16315             9.54390            39.08058            85.42204            32.51456           103.13447           310.17887         -0.00036       -0.01971        0.00042       -0.00361        0.34710        0.32800        0.91961        0.02837       21.23683        1.63560       -0.04758          30.69063              0.0         10001.0
 248  drift     37.81850       54.57773        0.11054        0.29573        2.68350        0.95388        5.78917        4.90153       15.49871        0.00159           7.81006            14.22208            24.16667             9.53985            39.22301            85.36019            32.28225           103.16580           313.09802         -0.00066       -0.01972        0.00037       -0.00359        0.34710        0.37913       -0.08403        0.01555       16.96792        1.04804        0.06473          30.87729              0.0         10001.0
 249  rfgap     37.81850       55.00663        0.10889        0.29573        2.68350        0.95388        5.78917        4.88343       15.43042        0.00165           7.80971            14.21293            24.15111             9.54544            39.49399            85.20817            32.56623           103.42040           305.52556         -0.00066       -0.01958        0.00037       -0.00353        0.34850        0.37630       -0.08919        0.01561       16.76743        1.05166       -0.27139          30.62171              0.0         10001.0
 250  drift     38.12650       55.00563        0.10708        0.68258        1.37206        1.96007        2.98381        4.86934       15.35906        0.00157           7.81043            14.21000            24.18723             9.54377            39.88276            85.12862            32.06540           105.76480           310.61614         -0.00126       -0.01936        0.00026       -0.00337        0.34850        0.47493       -2.10354        0.08316        8.49419        0.27498        0.01545          30.92080              0.0         10001.0
 251  rfgap     38.12650       55.43458        0.10627        0.68258        1.37206        1.96007        2.98381        4.85148       15.29216        0.00161           7.81240            14.28789            24.36127             9.54763            39.95003            85.09058            32.27473           105.06828           302.35476         -0.00126       -0.01948        0.00026       -0.00321        0.34990        0.47180       -2.13421        0.08347        8.41815        0.27597       -0.21534          30.73334              0.0         10001.0
 252  drift     38.28050       55.43399        0.10521        0.96137        0.73318        2.61397        1.66504        4.84460       15.22988        0.00157           7.81568            14.30546            24.55872             9.55069            39.95411            85.09927            32.10540           105.69444           300.69542         -0.00156       -0.01967        0.00021       -0.00311        0.34990        0.51982       -3.18931        0.16551        4.40078        0.07878       -0.03669          30.80783              0.0         10001.0
 253  quad      38.57950       55.43399        0.10521        1.22484        0.49969        3.40122        1.97304        4.84176       14.96605        0.00157           7.81746            14.32975            24.60043             9.55109            40.03075            85.08129            32.10546           105.70017           300.71172         -0.00170        0.01102        0.00018        0.00033        0.34990        0.44343        0.39371        0.26859       -2.74110        0.03659       -0.01308          30.77172              0.0         10001.0
 254  drift     38.73350       55.43445        0.10603        1.20112        1.09847        3.34621        3.31080        4.84796       14.92879        0.00161           7.82653            14.35664            24.77419             9.57249            40.27445            85.78158            32.33181           109.47545           312.34080         -0.00153        0.01099        0.00018        0.00049        0.34990        0.47004        0.29380        0.25800       -6.34750        0.17642        0.18236          30.63460              0.0         10001.0
 255  rfgap     38.73350       55.86372        0.10655        1.20112        1.09847        3.34621        3.31080        4.83032       14.86469        0.00161           7.83062            14.39593            24.79919             9.59002            40.38727            86.20549            32.75843           109.24453           311.68198         -0.00153        0.01079        0.00018        0.00058        0.35129        0.46697        0.23940        0.25889       -6.37399        0.17680       -0.13664          30.24829              0.0         10001.0
 256  drift     39.04150       55.86439        0.10775        1.18067        2.33113        3.26186        6.00166        4.83592       14.72263        0.00163           7.84384            14.48346            24.82170             9.64095            41.03515            87.58837            33.19582           116.61653           325.29019         -0.00120        0.01075        0.00020        0.00053        0.35129        0.52055        0.07011        0.24972      -13.65333        0.79203        0.12085          29.91901              0.0         10001.0
 257  rfgap     39.04150       56.29364        0.10898        1.18067        2.33113        3.26186        6.00166        4.81847       14.66018        0.00166           7.84856            14.53336            24.77982             9.67713            41.18047            88.46502            33.64292           114.25913           325.06154         -0.00120        0.01060        0.00020        0.00065        0.35268        0.51734        0.01540        0.25055      -13.74845        0.79218       -0.17388          29.53351              0.0         10001.0
 258  drift     39.19550       56.29384        0.10935        1.18257        2.95521        3.23101        7.35869        4.81172       14.55193        0.00165           7.85204            14.55920            24.73951             9.69564            41.36573            89.05431            33.77152           116.62997           328.07305         -0.00103        0.01062        0.00021        0.00064        0.35268        0.54457       -0.06044        0.25125      -17.43794        1.27067       -0.08960          29.33870              0.0         10001.0
 259  quad      39.49450       56.29384        0.10935        1.53840        3.28801        4.08968        7.83124        4.80260       14.16629        0.00165           7.85613            14.58272            24.69554             9.66616            40.68264            93.41593            33.77161           116.63383           328.08392         -0.00097       -0.00626        0.00018       -0.00269        0.35268        0.46584       -6.77871        0.42498        9.27168        1.57778       -0.06485          29.22751              0.0         10001.0
 260  drift     39.64850       56.29384        0.10935        1.91762        2.99106        5.04538        6.93891        4.80211       14.01632        0.00165           7.85740            14.62932            24.64924             9.67531            40.83519            93.76621            33.82486           118.62996           328.16033         -0.00107       -0.00626        0.00014       -0.00270        0.35268        0.46559       -8.49610        0.66021        8.39969        1.30443       -0.00457          29.17561              0.0         10001.0
 261  rfgap     39.64850       56.72209        0.10956        1.91762        2.99106        5.04538        6.93891        4.78495       13.95791        0.00175           7.86309            14.71129            24.62140             9.69684            40.95281            94.25272            34.14103           117.26772           326.19672         -0.00107       -0.00633        0.00014       -0.00258        0.35405        0.46263       -8.60040        0.66231        8.16796        1.30662       -0.34397          28.91744              0.0         10001.0
 262  drift     39.95650       56.72209        0.10955        2.68789        2.41790        6.97641        5.42022        4.75442       13.57727        0.00171           7.86519            14.67126            24.51339             9.70966            41.04990            94.69412            34.17607           118.19550           325.15957         -0.00126       -0.00631        0.00006       -0.00261        0.35405        0.46131      -12.12958        1.30090        6.54185        0.85271       -0.22995          28.52031              0.0         10001.0
 263  rfgap     39.95650       57.14992        0.10981        2.68789        2.41790        6.97641        5.42022        4.73758       13.52153        0.00190           7.87725            14.79591            24.43586             9.72553            41.37823            95.01316            34.50227           116.79874           323.09471         -0.00126       -0.00642        0.00006       -0.00252        0.35543        0.45842      -12.32921        1.30394        6.38581        0.85462       -0.53700          28.26242              0.0         10001.0
 264  drift     40.11050       57.14991        0.10980        3.07985        2.14053        7.95575        4.69325        4.70767       13.29303        0.00187           7.87812            14.80761            24.37467             9.72888            41.40865            95.08302            34.48305           117.68788           321.99145         -0.00136       -0.00641        0.00002       -0.00252        0.35543        0.45774      -14.15586        1.71177        5.62083        0.66956       -0.48157          27.92219              0.0         10001.0
 265  quad      40.40950       57.14991        0.10980        2.96910        2.16836        7.61467        4.65659        4.65120       13.07082        0.00187           7.83524            14.53077            24.60757             9.74953            41.50787            93.80310            34.48290           117.67576           321.95831         -0.00120        0.01645       -0.00006       -0.00306        0.35543        0.37936       17.52863        1.59958       -6.29689        0.68563       -0.45005          27.25646              0.0         10001.0
 266  drift     40.56350       57.14983        0.10966        2.46861        2.47595        6.30051        5.31208        4.62531       13.07285        0.00184           7.83581            14.52829            24.56178             9.74912            41.38524            93.73781            34.42677           118.06885           321.27578         -0.00095        0.01647       -0.00011       -0.00307        0.35543        0.39815       14.54645        1.10568       -7.22492        0.89398       -0.39624          26.99786              0.0         10001.0
 267  rfgap     40.56350       57.57687        0.10934        2.46861        2.47595        6.30051        5.31208        4.60909       13.01961        0.00210           7.84081            14.55757            24.52833             9.76655            41.33817            94.05728            34.71541           116.85282           320.58388         -0.00095        0.01627       -0.00011       -0.00293        0.35679        0.39558       14.35905        1.10922       -7.35662        0.89581       -0.70201          26.78463              0.0         10001.0
 268  drift     40.87150       57.57670        0.10904        1.48772        3.10512        3.77065        6.69021        4.53093       12.95339        0.00202           7.84154            14.61833            24.46583             9.76339            41.27869            93.92192            34.52839           118.82092           319.84096         -0.00045        0.01631       -0.00020       -0.00293        0.35679        0.43178        8.59437        0.40282       -9.29429        1.40939       -0.58468          26.02413              0.0         10001.0
 269  rfgap     40.87150       58.00355        0.10924        1.48772        3.10512        3.77065        6.69021        4.51517       12.90123        0.00229           7.84283            14.60496            24.44345             9.78817            41.20106            94.38959            34.77192           117.55336           319.00504         -0.00045        0.01617       -0.00020       -0.00278        0.35815        0.42917        8.51879        0.40429       -9.50345        1.41117       -0.84611          25.85258              0.0         10001.0
 270  drift     41.02550       58.00344        0.10906        1.00713        3.42778        2.54214        7.40022        4.46460       12.83538        0.00223           7.84272            14.59700            24.43012             9.78503            41.18468            94.35208            34.63058           118.32937           319.37752         -0.00020        0.01619       -0.00024       -0.00279        0.35815        0.44693        5.71059        0.18528      -10.52505        1.72025       -0.77748          25.37990              0.0         10001.0
 271  quad      41.32450       58.00344        0.10906        0.33197        3.10398        0.91853        6.72569        4.36940       12.68578        0.00223           7.84542            14.64072            24.42155             9.70874            42.00518            96.89777            34.63027           118.30076           319.30029          0.00028        0.01712       -0.00025        0.00210        0.35815        0.36976        0.78492        0.02012       19.06869        1.42168       -0.73267          24.30935              0.0         10001.0
 272  drift     41.47850       58.00299        0.10827        0.28715        2.46385        1.01139        5.35392        4.32310       12.62436        0.00211           7.84501            14.66042            24.41369             9.70612            42.02668            96.94737            34.18442           115.52621           320.46107          0.00054        0.01711       -0.00022        0.00211        0.35815        0.41710       -0.45314        0.01506       15.10236        0.89600       -0.62173          24.10718              0.0         10001.0
 273  rfgap     41.47850       58.42943        0.10860        0.28715        2.46385        1.01139        5.35392        4.30819       12.57421        0.00235           7.84498            14.65885            24.41108             9.71369            42.18635            97.09170            34.28509           115.30893           320.74807          0.00054        0.01697       -0.00022        0.00213        0.35950        0.41467       -0.45817        0.01511       14.93951        0.89869       -0.85049          24.04632              0.0         10001.0
 274  drift     41.78650       58.42885        0.10761        0.81091        1.20971        2.25402        2.66793        4.21842       12.41258        0.00207           7.84772            14.62327            24.51513             9.71656            42.25732            97.25504            33.55890           117.77124           321.34037          0.00105        0.01645       -0.00016        0.00209        0.35950        0.50492       -2.96463        0.12049        7.24514        0.21658       -0.57920          23.55359              0.0         10001.0
 275  rfgap     41.78650       58.85539        0.10896        0.81091        1.20971        2.25402        2.66793        4.20398       12.36384        0.00220           7.85263            14.62985            24.69172             9.71997            42.26334            97.26891            33.64017           116.69895           320.16172          0.00105        0.01665       -0.00016        0.00208        0.36085        0.50226       -3.00221        0.12087        7.18510        0.21731       -0.71487          23.50615              0.0         10001.0
 276  drift     41.94050       58.85505        0.10838        1.12757        0.60159        3.15808        1.49720        4.16406       12.27367        0.00205           7.85837            14.69260            24.88163             9.72233            42.28616            97.32142            33.44475           117.39040           319.42966          0.00131        0.01670       -0.00012        0.00210        0.36085        0.54554       -4.31275        0.23353        3.45159        0.05373       -0.55179          23.19656              0.0         10001.0
 277  quad      42.23950       58.85505        0.10838        1.40664        0.61168        3.93698        2.25291        4.09633       12.09007        0.00205           7.85810            14.64165            24.92195             9.72269            42.27426            97.29404            33.44454           117.36750           319.36735          0.00143       -0.00877       -0.00009        0.00021        0.36085        0.46943        0.79061        0.36344       -3.52284        0.05555       -0.51225          22.44825              0.0         10001.0
 278  drift     42.39350       58.85575        0.10957        1.36236        1.22263        3.79923        3.58286        4.06936       12.01786        0.00195           7.86937            14.70227            24.98262             9.74459            42.54664            98.14680            33.47209           116.47524           317.80421          0.00130       -0.00873       -0.00009        0.00024        0.36085        0.49579        0.68914        0.34044       -7.26010        0.22142       -0.35978          22.13541              0.0         10001.0
 279  rfgap     42.39350       59.28245        0.11204        1.36236        1.22263        3.79923        3.58286        4.05556       11.97131        0.00212           7.87462            14.72557            24.97977             9.76164            42.98676            98.93386            33.64645           117.92558           317.43089          0.00130       -0.00844       -0.00009        0.00014        0.36219        0.49325        0.62641        0.34147       -7.28888        0.22185       -0.56859          22.02966              0.0         10001.0
 280  drift     42.70150       59.28335        0.11356        1.29559        2.47002        3.55007        6.25355        4.00199       11.79662        0.00198           7.88881            14.88260            24.94988             9.80173            43.10400           100.59276            33.68644           116.70426           315.84373          0.00104       -0.00840       -0.00008        0.00019        0.36219        0.54445        0.45882        0.30826      -14.83392        0.90178       -0.35576          21.42605              0.0         10001.0
 281  rfgap     42.70150       59.71000        0.11677        1.29559        2.47002        3.55007        6.25355        3.98854       11.75146        0.00213           7.89383            14.87833            24.90097             9.83617            43.52841           102.54042            33.85446           116.78391           316.05930          0.00104       -0.00815       -0.00008        0.00001        0.36353        0.54180        0.39877        0.30920      -14.93069        0.90193       -0.54350          21.32836              0.0         10001.0
 282  drift     42.85550       59.71028        0.11724        1.27222        3.10061        3.43714        7.59796        3.95735       11.64238        0.00208           7.89720            14.92718            24.85791             9.84873            43.83473           103.26203            33.83537           115.33278           316.41366          0.00091       -0.00815       -0.00008        0.00001        0.36353        0.56698        0.32667        0.29802      -18.75751        1.41942       -0.46809          21.00789              0.0         10001.0
 283  quad      43.15450       59.71028        0.11724        1.59660        3.40807        4.17837        7.99062        3.89803       11.41221        0.00208           7.90539            14.89971            24.81217             9.79590            43.31195           106.54845            33.83515           115.31000           316.35117          0.00090        0.00705       -0.00006        0.00150        0.36353        0.48529       -7.05824        0.46888       10.80383        1.72413       -0.42762          20.38299              0.0         10001.0
 284  drift     43.30850       59.71033        0.11733        1.96791        3.07975        5.08960        7.03242        3.87164       11.31225        0.00205           7.90647            14.92559            24.77276             9.80227            43.39354           107.01242            33.79624           113.90772           316.85040          0.00101        0.00705       -0.00004        0.00151        0.36353        0.48466       -8.74345        0.71224        9.73112        1.40702       -0.37046          20.13105              0.0         10001.0
 285  rfgap     43.30850       60.13589        0.11956        1.96791        3.07975        5.08960        7.03242        3.85877       11.26960        0.00223           7.91137            14.98200            24.74319             9.82478            43.72713           108.36958            33.89619           113.34511           315.28542          0.00101        0.00738       -0.00004        0.00139        0.36486        0.48228       -8.84663        0.71440        9.50093        1.40893       -0.58653          20.08010              0.0         10001.0
 286  drift     43.61650       60.13600        0.11974        2.72157        2.44264        6.93212        5.39612        3.78868       11.02989        0.00216           7.91311            15.00103            24.65248             9.83437            43.89997           109.06824            33.78532           113.54981           315.85484          0.00123        0.00737        0.00001        0.00142        0.36486        0.47849      -12.30705        1.36607        7.47807        0.88543       -0.47398          19.42082              0.0         10001.0
 287  rfgap     43.61650       60.56107        0.12205        2.72157        2.44264        6.93212        5.39612        3.77621       10.98878        0.00234           7.92191            15.10524            24.58136             9.84966            43.92023           109.93801            33.87229           113.00314           313.46223          0.00123        0.00783        0.00001        0.00135        0.36618        0.47619      -12.50302        1.36951        7.32908        0.88726       -0.66365          19.37917              0.0         10001.0
 288  drift     43.77050       60.56112        0.12213        3.10475        2.13275        7.86711        4.60412        3.73281       10.88480        0.00230           7.92254            15.12351            24.53124             9.85248            43.99880           110.13466            33.79949           111.79825           313.59959          0.00136        0.00783        0.00003        0.00137        0.36618        0.47340      -14.29234        1.78215        6.36755        0.67622       -0.60702          18.97713              0.0         10001.0
 289  quad      44.06950       60.56112        0.12213        2.97322        2.08839        7.47394        4.48512        3.65267       10.66298        0.00230           7.86279            14.75583            24.77889             9.87796            43.74546           109.50052            33.79917           111.76999           313.52032          0.00123       -0.01567        0.00008        0.00224        0.36618        0.38899       18.43958        1.64677       -5.25951        0.64671       -0.55711          18.17120              0.0         10001.0
 290  drift     44.22350       60.56110        0.12210        2.46109        2.35092        6.15566        5.06325        3.61322       10.61812        0.00226           7.86316            14.78281            24.74110             9.87773            43.77180           109.56646            33.67875           111.87131           315.57491          0.00099       -0.01566        0.00012        0.00226        0.36618        0.40083       15.23577        1.12827       -5.95677        0.81955       -0.50111          17.84436              0.0         10001.0
 291  rfgap     44.22350       60.98517        0.12365        2.46109        2.35092        6.15566        5.06325        3.60146       10.57895        0.00245           7.86576            14.81574            24.71349             9.89234            44.14975           110.23658            33.73844           112.05269           311.69037          0.00099       -0.01529        0.00012        0.00219        0.36750        0.39887       15.06417        1.13196       -6.06911        0.82128       -0.68826          17.82065              0.0         10001.0
 292  drift     44.53150       60.98514        0.12359        1.45575        2.88920        3.62557        6.27176        3.51032       10.60666        0.00236           7.86595            14.91289            24.66979             9.89035            44.31729           110.37930            33.47440           111.65368           315.85198          0.00052       -0.01526        0.00018        0.00225        0.36750        0.41962        8.85086        0.39604       -7.52885        1.24067       -0.56519          17.06370              0.0         10001.0
 293  rfgap     44.53150       61.40885        0.12546        1.45575        2.88920        3.62557        6.27176        3.49900       10.56781        0.00252           7.86614            14.93482            24.66527             9.90973            44.01035           111.27774            33.48944           112.27441           310.57929          0.00052       -0.01503        0.00018        0.00218        0.36881        0.41766        8.78144        0.39744       -7.70393        1.24267       -0.71494          17.06363              0.0         10001.0
 294  drift     44.68550       61.40883        0.12542        0.96271        3.16575        2.39457        6.89060        3.44918       10.65068        0.00246           7.86564            14.93456            24.66484             9.90807            44.04122           111.35581            33.33851           111.92842           312.21316          0.00029       -0.01499        0.00022        0.00221        0.36881        0.42690        5.74885        0.17383       -8.47561        1.49220       -0.64282          16.65625              0.0         10001.0
 295  quad      44.98450       61.40883        0.12542        0.26749        2.83025        0.76508        6.19006        3.36072       10.79254        0.00246           7.86818            14.95423            24.65661             9.83661            43.06469           112.29385            33.33817           111.89981           312.13336         -0.00012       -0.01360        0.00022       -0.00190        0.36881        0.34089        0.55891        0.01342       16.71937        1.20134       -0.58454          15.81297              0.0         10001.0
 296  drift     45.13850       61.40872        0.12524        0.32228        2.22491        1.09107        4.88401        3.31989       10.99455        0.00235           7.86790            14.94527            24.64183             9.83954            43.18195           112.59960            32.99374           109.64385           308.42151         -0.00032       -0.01322        0.00019       -0.00192        0.36881        0.37744       -0.95013        0.01947       13.09641        0.74218       -0.46150          15.59218              0.0         10001.0
 297  rfgap     45.13850       61.83185        0.12707        0.32228        2.22491        1.09107        4.88401        3.30930       10.95447        0.00245           7.86852            14.95870            24.66397             9.84747            43.16407           112.84725            32.94001           109.40888           299.34031         -0.00032       -0.01321        0.00019       -0.00191        0.37011        0.37569       -0.95656        0.01954       12.96723        0.74421       -0.58316          15.62481              0.0         10001.0
 298  drift     45.44650       61.83221        0.12765        0.96010        1.04005        2.69891        2.32576        3.24643       11.33203        0.00223           7.87445            14.94171            24.84074             9.85789            43.19406           113.22164            32.47539           106.19549           288.96732         -0.00073       -0.01310        0.00014       -0.00184        0.37011        0.44345       -4.03821        0.17330        5.95465        0.16245       -0.31258          15.25183              0.0         10001.0
 299  rfgap     45.44650       62.25528        0.13031        0.96010        1.04005        2.69891        2.32576        3.23616       11.29091        0.00225           7.88156            14.97859            24.98513             9.86011            43.31119           113.23186            32.42150           106.89700           275.15316         -0.00073       -0.01334        0.00014       -0.00170        0.37141        0.44153       -4.08565        0.17376        5.90727        0.16298       -0.35750          15.28419              0.0         10001.0
 300  drift     45.60050       62.25536        0.13045        1.31233        0.47174        3.67198        1.31372        3.21631       11.47349        0.00217           7.88909            15.02878            25.15277             9.86113            43.34338           113.31603            32.32002           107.93325           268.15715         -0.00093       -0.01337        0.00011       -0.00154        0.37141        0.47318       -5.69502        0.32432        2.51428        0.03353       -0.20461          15.14468              0.0         10001.0
 301  quad      45.89950       62.25536        0.13045        1.60185        0.71719        4.44026        2.53131        3.18995       11.60906        0.00217           7.88631            15.03093            25.19853             9.86144            43.33396           113.29140            32.31980           107.90983           268.09895         -0.00106        0.00501        0.00009        0.00029        0.37141        0.38434        1.38603        0.48338       -4.24289        0.07749       -0.15771          14.89758              0.0         10001.0
 302  drift     46.05350       62.25634        0.13202        1.53328        1.33109        4.22287        3.84224        3.18558       11.90126        0.00214           7.89752            15.06735            25.21732             9.88553            43.71219           114.28025            32.21086           105.76456           252.12052         -0.00099        0.00501        0.00010        0.00010        0.37141        0.40272        1.26016        0.44225       -8.03390        0.26628       -0.03560          14.90696              0.0         10001.0
